path,passed,filter_answer,deep_response,completion_tokens,latency_ms,error
analysis/check/body/generic_for_transfer_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/generic_for_transfer_test.go,genericForDominatingPathIteratorSourceType,overloaded helper,analysis/engine/transfer
analysis/check/body/generic_for_transfer_test.go,requireLocalAssignmentPoint,duplicate vocabulary,analysis/check/body
analysis/check/body/generic_for_transfer_test.go,assertExpressionTypeAtBoundary,duplicate vocabulary,analysis/check/body
analysis/check/body/generic_for_transfer_test.go,assertRuntimeKind,duplicate vocabulary,analysis/check/body
analysis/check/body/generic_for_transfer_test.go,assertPresence,duplicate vocabulary,analysis/check/body",167,14154,
analysis/check/body/generic_for_transfer.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/generic_for_transfer.go,""genericForIterator, genericForKnownIterator"",parallel routes,analysis/engine/iteration
analysis/check/body/generic_for_transfer.go,genericForIndexedKeyType,overloaded helpers,analysis/type/typ
analysis/check/body/generic_for_transfer.go,genericForVariableValue,maintenance sprawl,analysis/check/body
analysis/check/body/generic_for_transfer.go,genericForDominatingPathIteratorSourceType,proof propagation split,analysis/engine/factflow
analysis/check/body/generic_for_transfer.go,genericForAssertedIteratorSourceType,hardcoded semantic cases,analysis/lua/typeresolve",173,14266,
analysis/check/body/import_outcomes.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/import_outcomes.go,""calleeValueProvider, pathMethodCalleeValue, methodCalleeValue"",parallel routes,analysis/engine/transfer
analysis/check/body/import_outcomes.go,""methodTypeValue, methodCalleeValue"",duplicate vocabulary,analysis/lua/typecall
analysis/check/body/import_outcomes.go,""methodValueFromReceiverValue, methodCalleeValue"",overloaded helpers,analysis/engine/transfer
analysis/check/body/import_outcomes.go,""hasCalleeEvidence"",hardcoded semantic cases,analysis/domain/value/product
analysis/check/body/import_outcomes.go,""channelMethodReceiverTypeProvider"",proof propagation split,analysis/engine/effectlowering",179,14222,
analysis/check/body/rebind.go,true,YES,none,4,1578,
analysis/check/body/query_cache_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/query_cache_test.go,testQueryCacheKey,duplicate_vocabulary,analysis/domain/path/keyspace
analysis/check/body/query_cache_test.go,testQueryCacheKey,hardcoded_semantic_case,analysis/domain/path/keyspace",84,4038,
analysis/check/body/internal/readexpr/readexpr_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/internal/readexpr/readexpr_test.go,""Project, ProjectWithoutRootStaticMemberOverlay, ProjectStaticMember"",parallel routes,readexpr
analysis/check/body/internal/readexpr/readexpr_test.go,""projectionActive, projectionMemo, projectionFrame, projectionResult"",hardcoded semantic cases,readexpr
analysis/check/body/internal/readexpr/readexpr_test.go,""currentPathKeyValue, overlayStaticMemberWitness"",overloaded helpers,readexpr
analysis/check/body/internal/readexpr/readexpr_test.go,""testResolver, assertPresence, assertRuntimeKind"",duplicate vocabulary,readexpr
analysis/check/body/internal/readexpr/readexpr_test.go,""heapStaticMembers, mergeHeapStaticMembers"",maintenance sprawl,readexpr",190,12082,
analysis/check/body/query_cache.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/query_cache.go,""sourceValue, pathValue, lookupSourceValue, lookupPathValue, rememberSourceValue, rememberPathValue"",parallel routes,analysis/check/body/cache_utils
analysis/check/body/query_cache.go,""sourceValueCacheKey, pathValueCacheKey, cachedProductValue, sourceValueCacheEntry, pathValueCacheEntry"",duplicate vocabulary,analysis/check/body/cache_utils
analysis/check/body/query_cache.go,""sourceInline, pathInline, sourceInlineLen, pathInlineLen"",performance waste,analysis/check/body/query_cache
analysis/check/body/query_cache.go,""sourceValueReadMode, sourceValueReadBoundary, sourceValueReadBeforeBoundary, sourceValueReadExplanationBoundary"",hardcoded semantic cases,analysis/check/body/query_cache",198,11703,
analysis/check/body/signature_argument_type.go,true,YES,none,4,289,
analysis/check/body/read_boundary_state.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/read_boundary_state.go,needsBoundaryNodeOutput,hardcoded semantic cases,analysis/engine/factflow
analysis/check/body/read_boundary_state.go,boundaryRead;boundaryStateAt;nodeOutputAt,parallel routes,analysis/check/body
analysis/check/body/read_boundary_state.go,cachedSourceValue;cachedPathValue,overloaded helpers,analysis/check/body
analysis/check/body/read_boundary_state.go,pathValueCacheKey,proof propagation split across layers,analysis/domain/path/keyspace",145,5412,
analysis/check/body/read_boundary_state_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/read_boundary_state_test.go,""factflow.FactsInput, factflow.NewRootAssignment, factflow.NewPathAssignment, ..."",""parallel routes (manual fact construction)"",""factflow""
analysis/check/body/read_boundary_state_test.go,""result.callOutcome (mocked in test)"",""overloaded helper (test-specific logic injection)"",""body""
analysis/check/body/read_boundary_state_test.go,""factflow.CallSiteContextAssignmentSource, factflow.CallSiteContextStatement"",""hardcoded semantic cases"",""factflow""",147,5332,
analysis/check/body/signature_return_type_ops.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/signature_return_type_ops.go,InstantiateGenericCall,overloaded_helper,typecall",46,1276,
analysis/check/body/result_parameter_readmodel.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/result_parameter_readmodel.go,ReassignedParameterValueSlots,overloaded_helper,factflow.Graph
analysis/check/body/result_parameter_readmodel.go,ReassignedParameterValueSlots,hardcoded_semantic_cases,factflow.Assignment
analysis/check/body/result_parameter_readmodel.go,ParameterValueSlots,proof_propagation_split,statekey.SymbolValue",112,3955,
analysis/check/body/read_boundary_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/read_boundary_test.go,""SourceValueAtBoundary, SourceValueForExplanationAtBoundary"",overloaded helpers,analysis/engine/factflow
analysis/check/body/read_boundary_test.go,""PathValueAtBoundary, PathValueBeforeBoundary"",parallel routes,analysis/engine/visibility
analysis/check/body/read_boundary_test.go,""StateKeyAtBoundary, PathKeyAtBoundary, TypestateResourceKeyAtBoundary"",duplicate vocabulary,analysis/engine/state",124,4809,
analysis/check/body/check_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/check_test.go,""CheckChunk, CheckFunction, CheckBoundFunction, CheckBoundChunk, PrepareBoundFunction, SolvePrepared, CheckChunkSeedsDeclaredLocalValueWhenLiteralSourceUnresolved"",overloaded helpers,analysis/check/body
analysis/check/body/check_test.go,""TestCheckFunctionWhileIndexReadCarriesRangeAndPositiveProofs, TestCheckFunctionUpperBoundWithoutPositiveFloorDoesNotMarkIndexReadSafe, TestCheckFunctionNumericForLengthLimitCarriesRangeAndPositiveProofs, TestCheckFunctionReverseNumericForLengthInitCarriesRangeAndPositiveProofs"",proof propagation split across layers,analysis/engine/factflow
analysis/check/body/check_test.go,""TestCheckFunctionReturnSlotEvaluatesExpressionWithNestedCall, TestCheckFunctionReturnSlotEvaluatesRuntimeKindLengthComparison, TestCheckFunctionReturnSlotPreservesAnnotatedArrayAfterDynamicIPairsInsert, TestCheckFunctionReturnObjectLiteralUsesGuardedNestedPathMembers, TestCheckFunctionReturnObjectLiteralKeepsSharedGuardAcrossDiscriminantBranches"",hardcoded semantic cases,analysis/engine/transfer
analysis/check/body/check_test.go,""TestCheckChunkDefaultExpressionValueProjectsStaticReadOptionality, TestCheckChunkDefaultExpressionValueUsesExactPathPresenceProof, TestCheckChunkBuildsDefaultVisibilityForExactPathWriteThenRead, TestCheckChunkBuildsDefaultVisibilityForBranchPathEquality"",parallel routes,analysis/engine/visibility",312,22145,
analysis/check/checktest/annotated_return_local_contract_test.go,true,YES,none,4,150,
analysis/check/body/result_return_readmodel.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/result_return_readmodel.go,""openTailReturnPresenceRelations, openTailReturnCallSources"",proof_propagation_split,factflow.engine
analysis/check/body/result_return_readmodel.go,ReturnPresenceRelations,parallel_routes,body.Result
analysis/check/body/result_return_readmodel.go,openTailReturnCallSources,hardcoded_semantic_cases,factflow.engine",115,3665,
analysis/check/body/return_type_values.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/return_type_values.go,ReturnTypeValues,overloaded_helper,analysis/lua/typeresolve
analysis/check/body/return_type_values.go,declaredReturnTypeExprs,parallel_route,compiler/ast
analysis/check/body/return_type_values.go,ReturnTypeValues,proof_propagation_split,analysis/domain/value/product",127,3692,
analysis/check/body/read_boundary.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/read_boundary.go,""SourceValueAtBoundary, SourceValueForExplanationAtBoundary, ExpressionValueAtBoundary"",parallel routes,analysis/engine/factflow
analysis/check/body/read_boundary.go,""PathValueAtBoundary, PathValueBeforeBoundary"",duplicate vocabulary,analysis/engine/factflow
analysis/check/body/read_boundary.go,""IndexInRangeAtBoundary, DiffProvesIndexLELength, IndexReadSafeAtBoundary"",overloaded helpers,analysis/domain/constraint/solver
analysis/check/body/read_boundary.go,""StateKeyAtBoundary, PathKeyAtBoundary, TypestateResourceKeyAtBoundary"",maintenance sprawl,analysis/engine/visibility
analysis/check/body/read_boundary.go,""LocalAssignmentSourceValueAtBoundary, LocalAssignmentSourceValueForExplanationAtBoundary"",parallel routes,analysis/engine/factflow
analysis/check/body/read_boundary.go,""CallOutcomeAt, CallOutcomeForExpr"",hardcoded semantic cases,analysis/engine/callpayload",236,7760,
analysis/check/body/internal/readexpr/readexpr.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/internal/readexpr/readexpr.go,""projectionFrame, projectionFrameMapKey, projectionMemoKey, projectionMemoMapKey"",duplicate vocabulary,analysis/domain/path
analysis/check/body/internal/readexpr/readexpr.go,""projectionActive, projectionMemo, projectionScratch"",overloaded helpers,analysis/check/body/internal/readexpr
analysis/check/body/internal/readexpr/readexpr.go,""Project, ProjectWithoutRootStaticMemberOverlay, ProjectStaticMember"",parallel routes,analysis/check/body/internal/readexpr
analysis/check/body/internal/readexpr/readexpr.go,""dynamicIndexExpressionKeyValue, dynamicIndexExpressionKeyValueActive, dynamicIndexExpressionOperationValue"",maintenance sprawl,analysis/check/body/internal/readexpr
analysis/check/body/internal/readexpr/readexpr.go,""project, projectFromStructuralEvidence, projectFromDynamicOrHeapMember, projectFromVariantOrigin, projectFinalStaticMember"",proof propagation split across layers,analysis/check/body/internal/readexpr
analysis/check/body/internal/readexpr/readexpr.go,""definitelyInBoundsIndexContainerTypeAtFloor, definitelyInBoundsIndexContainerType, definitelyInBoundsIndexContainerTypeAtFloor"",duplicate vocabulary,analysis/check/body/internal/internal/type/typ
analysis/check/body/internal/readexpr/readexpr.go,""currentLocalPathKeyValue, currentPathKeyValue"",parallel routes,analysis/check/body/internal/readexpr",342,16146,
analysis/check/body/stdlib_return_value_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/body/stdlib_return_value_test.go,firstStringUnpackValueType,hardcoded_semantic_cases,analysis/check/body/stdlib_return_value.go",61,3092,
analysis/check/body/visibility.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/visibility.go,genericForVariableDefinitions,proof propagation split across layers,semantics
analysis/check/body/visibility.go,defaultVisibilityResolver,parallel routes,visibilityfacts",57,2424,
analysis/check/body/run.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/run.go,""prepareBound, prepareBoundFunction"",parallel routes,analysis/check/body
analysis/check/body/run.go,""prepare, solveEntryState"",proof propagation split across layers,analysis/check/body
analysis/check/body/run.go,""callOutcomeProvider, preparedCallOutcomeSupplement"",overloaded helpers,analysis/engine/calloutcome
analysis/check/body/run.go,""signatureID, signatureNameForCall, signatureArgumentType"",duplicate vocabulary,analysis/lua/signatureidentity
analysis/check/body/run.go,""configGlobals, transferStats"",hardcoded semantic cases,analysis/check/body
analysis/check/body/run.go,""expressionValue, expressionValues, sources"",maintenance sprawl,analysis/engine/sourcevalue",185,8556,
analysis/check/checktest/ambient_global_manifest_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/checktest/ambient_global_manifest_test.go,""manifest.New, typetable.NewRecord, typ.NewInterface"",hardcoded semantic cases,analysis/module/manifest
analysis/check/checktest/ambient_global_manifest_test.go,""typeexpr.Intersection, typetable.NewRecord"",proof propagation split across layers,analysis/type/typeexpr",98,5737,
analysis/check/body/static_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/static_test.go,""solvePreparedForTest, requireOnlyCallSitePoint, markedValue, staticCallOutcome"",maintenance sprawl,analysis/check/body
analysis/check/body/static_test.go,""TestPreparedSolveBoundaryCacheDoesNotLeak, TestRebindBoundaryProvidersClearsLazyCallOutcomeCache"",parallel routes,analysis/engine/state
analysis/check/body/static_test.go,""TestOpenTailReturnPresenceRelationsUseCachedCallOutcome"",proof propagation split,analysis/engine/factflow",129,10028,
analysis/check/body/result_accessors.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/result_accessors.go,""ReturnFact, ReturnFactView, LocalAssignment, LocalAssignmentView, OrdinaryAssignment, OrdinaryAssignmentView, Call, CallView, CallSite, CallSiteView"",duplicate vocabulary,analysis/lua/semantics
analysis/check/body/result_accessors.go,""ExpressionSignatureAt, ExpressionSignatureTypeAt, ExpressionSignatureNameAt"",parallel routes,analysis/lua/pathexpr
analysis/check/body/result_accessors.go,""CallSignature, CallSignatureType, CallSiteViewSignatureType"",overloaded helpers,analysis/module/signature
analysis/check/body/result_accessors.go,""PathSignatureAt, PathSignatureTypeAt, PathSignatureNameAt"",parallel routes,analysis/module/signature
analysis/check/body/result_accessors.go,""TypeRef, TypeValueRef, PrimitiveTypeRef, TypeDef, InterfaceDef"",hardcoded semantic cases,analysis/lua/bind
analysis/check/body/result_accessors.go,""computeEdgeCanCompleteNormally"",proof propagation split across layers,analysis/engine/transfer",251,13478,
analysis/check/body/stdlib_return_value.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/body/stdlib_return_value.go,""stdlibSignatureReturnValue, tableUnpackFirstReturnValue"",parallel routes,analysis/engine/effectlowering
analysis/check/body/stdlib_return_value.go,firstStringUnpackValueType,hardcoded semantic cases,analysis/type/normalize
analysis/check/body/stdlib_return_value.go,bareGlobalCall,overloaded helpers,analysis/engine/factflow
analysis/check/body/stdlib_return_value.go,returnValueWithType,proof propagation split across layers,analysis/domain/value/typevalue",142,10271,
analysis/check/checktest/concat_operand_narrowing_test.go,true,YES,none,4,3343,
analysis/check/checktest/array_covariance_adversarial_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/checktest/array_covariance_adversarial_test.go,""requireDiagnosticCode, requireEvidenceMessage"",overloaded_helpers,checktest_test_utils
analysis/check/checktest/array_covariance_adversarial_test.go,TestHeapTrackedCovariantArrayReplacementReportsMissingFieldAsNilOnly,hardcoded_semantic_cases,diagnostics_engine",100,9340,
analysis/check/checktest/call_result_projection_adversarial_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/checktest/call_result_projection_adversarial_test.go,""requireDiagnostic,diagnosticExpectation"",duplicate_vocabulary,test_framework_utils
analysis/check/checktest/call_result_projection_adversarial_test.go,""diagnostic.EvidenceAbstractFact,diagnostic.EvidenceUserAssertion"",hardcoded_semantic_cases,diagnostic_engine_spec",99,9235,
analysis/check/checktest/diagnostic_cascade_adversarial_test.go,true,YES,none,4,1473,
analysis/check/checktest/covariant_array_alias_test.go,true,YES,none,4,2029,
analysis/check/checktest/call_result_undersupply_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/checktest/call_result_undersupply_test.go,""TestCheckCallUnderSupplySurplusTargetIsNil, TestCheckCallUnderSupplyThirdTargetIsNil"",duplicate vocabulary,checktest
analysis/check/checktest/call_result_undersupply_test.go,diagnosticExpectation,overloaded helper,checktest
analysis/check/checktest/call_result_undersupply_test.go,requireDiagnostic,overloaded helper,checktest",116,10778,
analysis/check/checktest/discriminant_narrowing_adversarial_test.go,true,YES,none,4,1933,
analysis/check/checktest/channel_select_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/checktest/channel_select_test.go,""hasDiagnosticMessage, hasChannelSelectExhaustivenessWarning"",duplicate_vocabulary,checktest
analysis/check/checktest/channel_select_test.go,""Check, CheckAndExport"",overloaded_helpers,checktest
analysis/check/checktest/channel_select_test.go,""WithStdlib, WithManifest, WithGlobals, WithModule"",parallel_routes,checktest
analysis/check/checktest/channel_select_test.go,""TestChannelSelectExhaustivenessReportsMissingReceiveCase"",hardcoded_semantic_cases,checktest",151,13150,
analysis/check/checktest/checktest.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/checktest/checktest.go,""Check, CheckFile, CheckAndExport, CheckFileAndExport"",parallel routes,analysis/check/checktest/checktest.go
analysis/check/checktest/checktest.go,""ChannelManifest, FuncsManifest, ProcessManifest"",hardcoded semantic cases,analysis/module/manifest
analysis/check/checktest/checktest.go,""signatureSource, moduleExportSource, moduleTypeSource"",overloaded helpers,analysis/check/checktest/checktest.go
analysis/check/checktest/checktest.go,orderedManifests,maintenance sprawl,analysis/module/manifest",152,12316,
analysis/check/checktest/closure_capture_adversarial_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/checktest/closure_capture_adversarial_test.go,""requireDiagnosticCode, requireEvidenceMessage, assertRenderedEqual"",duplicate_vocabulary,checktest_test_utils
analysis/check/checktest/closure_capture_adversarial_test.go,""TestClosureCaptureSeesReassignmentAfterCapture, TestClosureCaptureSeesLoopReassignmentAfterCapture"",parallel_routes,checktest_test_utils",109,8529,
analysis/check/checktest/dead_assignment_adversarial_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/checktest/dead_assignment_adversarial_test.go,""TestDeadAssignmentWarningRendersImpossibleBranchProofClearly, diagnostic.Render"",hardcoded semantic cases,analysis/check/diagnostics",59,7242,
analysis/check/checktest/cast_untrusted_proof_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/checktest/cast_untrusted_proof_test.go,""TestCastDoesNotLaunderAnyIntoParameter, TestCastDoesNotLaunderDisjointValueIntoParameter, TestCastDoesNotLaunderAnyIntoAnnotatedAssignment, TestCastDoesNotLaunderAnyIntoReturnContract, TestCastDoesNotLaunderAnyIntoFieldAssignment"",duplicate_vocabulary,diagnostic.Render
analysis/check/checktest/cast_untrusted_proof_test.go,""TestCastDoesNotLaunderAnyIntoParameter, TestCastDoesNotLaunderAnyIntoAnnotatedAssignment, TestCastDoesNotLaunderAnyIntoReturnContract, TestCastDoesNotLaunderAnyIntoFieldAssignment"",hardcoded_semantic_cases,diagnostics.Code
analysis/check/checktest/cast_untrusted_proof_test.go,""requireDiagnostic, assertRenderedEqual"",overloaded_helpers,checktest.test_utils",220,18527,
